LotFrontage,LotArea,OverallQual,OverallCond,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,OverallQual_square,MasVnrArea_square,TotalBsmtSF_square,1stFlrSF_square,GrLivArea_square,FullBath_square,TotRmsAbvGrd_square,Fireplaces_square,GarageCars_square,GarageArea_square,BsmtFinSF1_square,OverallQual_cube,MasVnrArea_cube,TotalBsmtSF_cube,1stFlrSF_cube,GrLivArea_cube,FullBath_cube,TotRmsAbvGrd_cube,Fireplaces_cube,GarageCars_cube,GarageArea_cube,BsmtFinSF1_cube,OverallQual_sqrt,MasVnrArea_sqrt,TotalBsmtSF_sqrt,1stFlrSF_sqrt,GrLivArea_sqrt,FullBath_sqrt,TotRmsAbvGrd_sqrt,Fireplaces_sqrt,GarageCars_sqrt,GarageArea_sqrt,BsmtFinSF1_sqrt,Alley_Grvl,Alley_NA,Alley_Pave,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Cond2_pos,Cond2_norm,Cond2_neg,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,Ext1st_eq_2nd,Exterior1st_AsbShng,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,ExterCond_Ex,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,PavedDrive_N,PavedDrive_P,PavedDrive_Y,WDSF_0,"WDSF_(-1.424, 284.8]","WDSF_(284.8, 569.6]","WDSF_(569.6, 854.4]","WDSF_(854.4, 1139.2]","WDSF_(1139.2, 1424.0]",OPSF_0,"OPSF_(-0.742, 148.4]","OPSF_(148.4, 296.8]","OPSF_(296.8, 445.2]","OPSF_(445.2, 593.6]","OPSF_(593.6, 742.0]",Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NA,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_120,MSSubClass_150,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Gtl_Slope,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtCond_Fa,BsmtCond_Gd,BsmtCond_NA,BsmtCond_Po,BsmtCond_TA,BsmtFinType1_ALQ,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_NA,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_ALQ,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_NA,BsmtFinType2_Rec,BsmtFinType2_Unf,2FlrSF_0,BsmtFullBath_0.0,BsmtFullBath_1.0,BsmtFullBath_2.0,BsmtFullBath_3.0,BsmtHalfBath_0.0,BsmtHalfBath_1.0,BsmtHalfBath_2.0,HalfBath_0,HalfBath_1,HalfBath_2,BedroomAbvGr_0,BedroomAbvGr_1,BedroomAbvGr_2,BedroomAbvGr_3,BedroomAbvGr_4,BedroomAbvGr_5,BedroomAbvGr_6,BedroomAbvGr_8,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NA,"GrgYr_(-2.01, 251.25]","GrgYr_(251.25, 502.5]","GrgYr_(502.5, 753.75]","GrgYr_(753.75, 1005.0]","GrgYr_(1005.0, 1256.25]","GrgYr_(1256.25, 1507.5]","GrgYr_(1507.5, 1758.75]","GrgYr_(1758.75, 2010.0]",GrgAr_0,GrgQual_TA,Heat_GasA,"YrBlt_(1871.862, 1889.25]","YrBlt_(1889.25, 1906.5]","YrBlt_(1906.5, 1923.75]","YrBlt_(1923.75, 1941.0]","YrBlt_(1941.0, 1958.25]","YrBlt_(1958.25, 1975.5]","YrBlt_(1975.5, 1992.75]","YrBlt_(1992.75, 2010.0]","YrRmod_(1949.94, 1957.5]","YrRmod_(1957.5, 1965.0]","YrRmod_(1965.0, 1972.5]","YrRmod_(1972.5, 1980.0]","YrRmod_(1980.0, 1987.5]","YrRmod_(1987.5, 1995.0]","YrRmod_(1995.0, 2002.5]","YrRmod_(2002.5, 2010.0]",Functional_Maj1,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,MiscFeatPr,MiscVal_0,MoSold_1,MoSold_2,MoSold_3,MoSold_4,MoSold_5,MoSold_6,MoSold_7,MoSold_8,MoSold_9,MoSold_10,MoSold_11,MoSold_12,YrSold_2006,YrSold_2007,YrSold_2008,YrSold_2009,YrSold_2010,SaleType_COD,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
4.174387269895637,9.041921720351219,7,5,196.0,3,3,1,6.561030665896573,5.017279836814924,6.75343791859778,4,1,4,6.752270376141742,6.75110146893676,7.444248649496705,2,1,3,8,0,0,2,2.0,6.3080984415095305,49,38416.0,732736.0,732736,2924100,4,64,0,4.0,300304.0,498436.0,343,7529536.0,627222016.0,627222016,5000211000,8,512,0,8.0,164566592.0,351895816.0,2.6457513110645907,14.0,29.257477676655586,29.257477676655586,41.352146256270665,1.4142135623730951,2.8284271247461903,0.0,1.4142135623730951,23.40939982143925,26.570660511172846,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4.382026634673881,9.169518377455928,6,8,0.0,2,3,2,6.88653164253051,5.652489180268651,7.141245122350491,4,1,4,7.140453043101158,0.0,7.140453043101158,2,1,2,6,1,3,2,2.0,6.133398042996649,36,0.0,1592644.0,1592644,1592644,4,36,1,4.0,211600.0,956484.0,216,0.0,2009916728.0,2009916728,2009916728,8,216,1,8.0,97336000.0,935441352.0,2.449489742783178,0.0,35.52463933666322,35.52463933666322,35.52463933666322,1.4142135623730951,2.449489742783178,1.0,1.4142135623730951,21.447610589527216,31.272991542223778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,False,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4.219507705176107,9.328123407632566,7,5,162.0,3,3,1,6.18826412308259,6.075346031088684,6.825460036255307,4,1,4,6.824373670043086,6.7650389767805414,7.487733761436444,2,1,3,6,1,3,2,2.0,6.411818267709897,49,26244.0,846400.0,846400,3189796,4,36,1,4.0,369664.0,236196.0,343,4251528.0,778688000.0,778688000,5696975656,8,216,1,8.0,224755712.0,114791256.0,2.6457513110645907,12.727922061357855,30.331501776206203,30.331501776206203,42.261093218230876,1.4142135623730951,2.449489742783178,1.0,1.4142135623730951,24.657656011875904,22.045407685048602,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4.0943445622221,9.164296433474776,7,5,0.0,2,2,1,5.37989735354046,6.293419278846481,6.6293632534374485,3,1,4,6.8679744089702925,6.6293632534374485,7.448333860897476,1,1,3,7,1,4,1,3.0,6.466144724237619,49,0.0,571536.0,923521,2948089,1,49,1,9.0,412164.0,46656.0,343,0.0,432081216.0,887503681,5061868813,1,343,1,27.0,264609288.0,10077696.0,2.6457513110645907,0.0,27.49545416973504,31.0,41.43669871020132,1.0,2.6457513110645907,1.0,1.7320508075688772,25.337718918639855,14.696938456699069,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4.430816798843313,9.565213693968287,8,5,350.0,3,3,1,6.486160788944089,6.19644412779452,7.044032897274685,4,1,4,7.0431599159883405,6.960347729101308,7.6953031349635665,2,1,3,9,1,3,2,3.0,6.729824070489475,64,122500.0,1311025.0,1311025,4831204,4,81,1,9.0,698896.0,429025.0,512,42875000.0,1501123625.0,1501123625,10618986392,8,729,1,27.0,584277056.0,281011375.0,2.8284271247461903,18.708286933869708,33.83784863137726,33.83784863137726,46.88283267892417,1.4142135623730951,3.0,1.0,1.7320508075688772,28.91366458960192,25.592967784139454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4.442651256490317,9.55499334068759,5,5,0.0,2,3,1,6.597145701886651,4.174387269895637,6.680854678790215,4,1,4,6.679599185844383,6.340359303727752,7.216709486709457,1,1,2,5,0,0,1,2.0,6.175867270105761,25,0.0,633616.0,633616,1855044,1,25,0,4.0,230400.0,535824.0,125,0.0,504358336.0,504358336,2526569928,1,125,0,8.0,110592000.0,392223168.0,2.23606797749979,0.0,28.21347195933177,28.21347195933177,36.90528417449187,1.0,2.23606797749979,0.0,1.4142135623730951,21.908902300206645,27.055498516937366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4.31748811353631,9.218705288307811,8,5,186.0,3,4,1,7.222566018822171,5.762051382780177,7.430707082545968,4,1,4,7.434847875211999,0.0,7.434847875211999,2,1,3,7,1,4,2,2.0,6.456769655572163,64,34596.0,2842596.0,2869636,2869636,4,49,1,4.0,404496.0,1874161.0,512,6434856.0,4792616856.0,4861163384,4861163384,8,343,1,8.0,257259456.0,2565726409.0,2.8284271247461903,13.638181696985855,41.060930335295616,41.15823125451335,41.15823125451335,1.4142135623730951,2.6457513110645907,1.0,1.4142135623730951,25.219040425836983,37.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,True,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
4.0943445622221,9.247828816387175,7,6,240.0,2,3,1,6.756932389247553,5.37989735354046,7.010311867307229,4,1,4,7.009408932708637,6.891625897052253,7.644919344958857,2,1,2,7,2,3,2,2.0,6.184148890937483,49,57600.0,1225449.0,1225449,4368100,4,49,4,4.0,234256.0,737881.0,343,13824000.0,1356572043.0,1356572043,9129329000,8,343,8,8.0,113379904.0,633839779.0,2.6457513110645907,15.491933384829668,33.27160951922825,33.27160951922825,45.71651780264984,1.4142135623730951,2.6457513110645907,1.4142135623730951,1.4142135623730951,22.0,29.30870177950569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,True,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3.9318256327243257,8.719317375506371,7,5,0.0,2,2,1,0.0,6.859614903654202,6.859614903654202,3,1,2,6.92951677076365,6.6240652277998935,7.480992162869525,2,2,2,8,2,3,1,2.0,6.150602768446279,49,0.0,906304.0,1044484,3147076,4,64,4,4.0,219024.0,0.0,343,0.0,862801408.0,1067462648,5582912824,8,512,8,8.0,102503232.0,0.0,2.6457513110645907,0.0,30.854497241083024,31.96873472629156,42.118879377305376,1.4142135623730951,2.8284271247461903,1.4142135623730951,1.4142135623730951,21.633307652783937,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,True,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
3.912023005428146,8.911934336161426,5,6,0.0,2,2,1,6.747586526829315,4.948759890378168,6.899723107284872,4,1,4,6.981934677156389,0.0,6.981934677156389,1,2,2,5,2,3,2,1.0,5.327876168789581,25,0.0,982081.0,1159929,1159929,1,25,4,1.0,42025.0,724201.0,125,0.0,973242271.0,1249243533,1249243533,1,125,8,1.0,8615125.0,616295051.0,2.23606797749979,0.0,31.480152477394387,32.817678162843876,32.817678162843876,1.0,2.23606797749979,1.4142135623730951,1.0,14.317821063276353,29.171904291629644,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,True,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
